     collisions(billions)   time(microsecond)   total hb    interpeptide hb   hb_alpha
  ========================================================================================
         0.0000                  0.0000              0              0              0
         0.0927                  0.0061              1              0              0
         0.1000                  0.0066              2              2              0
         0.1888                  0.0131              0              0              0
         0.2000                  0.0139              2              0              0
         0.2849                  0.0210              1              0              0
         0.3000                  0.0221              1              0              0
         0.3807                  0.0299              2              2              0
         0.4000                  0.0314              1              0              1
         0.4763                  0.0404              2              0              0
         0.5000                  0.0424              0              0              0
         0.5744                  0.0505              3              0              0
         0.6487                  0.0570              5              0              2
         0.6500                  0.0571              5              1              0
         0.7225                  0.0659              7              1              1
         0.7948                  0.0724              2              1              0
         0.8000                  0.0729              4              1              0
         0.8704                  0.0826              5              1              0
         0.9408                  0.0892              6              1              0
         1.0000                  0.0948              5              0              0
         1.0684                  0.1058             15              3              3
         1.1368                  0.1126             15              5              3
         1.2051                  0.1193             11              0              4
         1.2500                  0.1238              5              1              1
         1.3148                  0.1415             49             19             11
         1.3795                  0.1484             55             36              6
         1.4442                  0.1553             51             30             10
         1.5091                  0.1622             48             30              7
         1.5739                  0.1692             62             43              5
         1.6388                  0.1761             62             51              4
         1.7036                  0.1830             50             32              7
         1.7683                  0.1899             59             35              8
         1.8332                  0.1968             79             56              6
         1.8980                  0.2038             69             52             10
         1.9627                  0.2107             49             36              3
         2.0274                  0.2176             51             25              5
         2.0921                  0.2245             55             27              9
         2.1568                  0.2314             46             20              7
         2.2217                  0.2384             58             45              4
         2.2500                  0.2414             58             43              4
         2.3150                  0.2483             70             50              7
         2.3799                  0.2552             63             40              9
         2.4447                  0.2621             69             54              4
         2.5096                  0.2691             63             46              6
         2.5745                  0.2760             81             63              5
         2.6395                  0.2829             73             64              3
         2.7044                  0.2898             94             68             11
         2.7697                  0.2967             82             71              2
         2.8349                  0.3037             87             65             10
         2.8998                  0.3106             83             74              0
         2.9648                  0.3175             92             76              5
         3.0299                  0.3244             97             80              4
         3.0951                  0.3313             98             82              6
         3.1603                  0.3382             88             77              2
         3.2255                  0.3452             98             88              3
         3.2500                  0.3478            100             81              6
         3.3151                  0.3547            108             90              5
         3.3804                  0.3616            107             96              4
         3.4456                  0.3685            111            102              1
         3.5106                  0.3755            104             91              4
         3.5757                  0.3824            103             99              0
         3.6407                  0.3893            116             99              7
         3.7059                  0.3962            102             93              4
         3.7710                  0.4031            110            102              1
         3.8362                  0.4101            116            109              3
         3.9014                  0.4170            122            110              4
         3.9666                  0.4239            115            105              5
         4.0319                  0.4308            103             94              3
         4.0972                  0.4377            116            106              2
         4.1626                  0.4447            107             99              2
         4.2282                  0.4516            117            108              2
         4.2500                  0.4539            114            110              0
         4.3155                  0.4608            137            122              5
         4.3808                  0.4677            132            119              3
         4.4463                  0.4746            138            125              6
         4.5117                  0.4815            136            126              3
         4.5771                  0.4885            152            136              9
         4.6424                  0.4954            148            138              1
         4.7079                  0.5023            153            143              4
         4.7732                  0.5092            141            133              4
         4.8386                  0.5161            134            124              2
         4.9040                  0.5231            144            133              2
         4.9694                  0.5300            149            136              5
         5.0348                  0.5369            147            136              5
         5.1002                  0.5438            124            117              2
         5.1656                  0.5507            153            140              5
         5.2311                  0.5577            133            118              7
         5.2500                  0.5597            122            110              4
         5.3155                  0.5666            134            125              1
         5.3808                  0.5735            127            112              3
         5.4461                  0.5804            149            135              6
         5.5114                  0.5874            138            125              5
         5.5767                  0.5943            131            123              1
         5.6420                  0.6012            144            123              4
         5.7073                  0.6081            143            134              3
         5.7727                  0.6150            150            141              2
         5.8380                  0.6219            135            121              3
         5.9034                  0.6289            135            119              6
         5.9688                  0.6358            137            123              7
         6.0341                  0.6427            160            152              1
         6.0992                  0.6496            146            136              3
         6.1645                  0.6565            162            150              3
         6.2298                  0.6635            139            134              1
         6.2500                  0.6656            149            142              2
         6.3152                  0.6725            139            125              8
         6.3805                  0.6794            146            134              4
         6.4457                  0.6864            144            139              1
         6.5109                  0.6933            158            141              6
         6.5761                  0.7002            141            128              4
         6.6414                  0.7071            162            149              5
         6.7066                  0.7140            148            143              1
         6.7719                  0.7210            159            147              5
         6.8373                  0.7279            142            135              0
         6.9027                  0.7348            157            143              5
         6.9680                  0.7417            146            136              5
         7.0331                  0.7486            161            146              6
         7.0983                  0.7556            151            142              4
         7.1636                  0.7625            150            144              2
         7.2289                  0.7694            160            154              1
         7.2500                  0.7716            157            142              5
         7.3152                  0.7786            150            146              0
         7.3805                  0.7855            173            163              2
         7.4458                  0.7924            174            162              4
         7.5109                  0.7993            167            161              0
         7.5760                  0.8062            168            165              2
         7.6414                  0.8132            160            153              0
         7.7066                  0.8201            150            144              3
         7.7719                  0.8270            165            154              5
         7.8371                  0.8339            159            150              4
         7.9024                  0.8408            149            144              1
         7.9675                  0.8478            157            151              2
         8.0328                  0.8547            160            154              2
         8.0980                  0.8616            161            152              2
         8.1632                  0.8685            161            157              1
         8.2282                  0.8754            156            150              2
         8.2500                  0.8778            158            150              3
         8.3151                  0.8847            153            150              0
         8.3803                  0.8916            167            158              3
         8.4454                  0.8985            163            158              1
         8.5105                  0.9054            160            148              6
         8.5756                  0.9123            160            156              0
         8.6407                  0.9193            169            166              0
         8.7059                  0.9262            163            158              1
         8.7711                  0.9331            164            160              2
         8.8360                  0.9400            163            159              0
         8.9012                  0.9469            161            157              2
         8.9663                  0.9539            173            166              1
         9.0313                  0.9608            171            166              4
         9.0965                  0.9677            154            147              1
         9.1616                  0.9746            171            167              0
         9.2265                  0.9815            174            172              1
         9.2500                  0.9840            174            168              1
         9.3149                  0.9910            153            151              1
         9.3799                  0.9979            154            146              2
         9.4449                  1.0048            164            159              2
         9.5098                  1.0117            145            141              0
         9.5749                  1.0186            147            138              4
         9.6401                  1.0256            159            153              0
         9.7051                  1.0325            145            140              1
         9.7701                  1.0394            147            142              2
         9.8351                  1.0463            154            143              2
         9.9003                  1.0532            160            152              2
         9.9652                  1.0602            161            151              0
        10.0303                  1.0671            156            148              1
        10.0955                  1.0740            147            143              2
        10.1608                  1.0809            147            140              5
        10.2260                  1.0878            159            147              4
        10.2500                  1.0904            145            139              2
        10.3152                  1.0973            144            139              2
        10.3803                  1.1042            137            128              4
        10.4455                  1.1111            148            138              6
        10.5106                  1.1181            147            136              4
        10.5758                  1.1250            138            134              3
        10.6411                  1.1319            147            137              1
        10.7063                  1.1388            135            120              4
        10.7716                  1.1457            134            124              1
        10.8368                  1.1527            134            129              1
        10.9019                  1.1596            147            133              3
        10.9673                  1.1665            137            131              3
        11.0325                  1.1734            139            126              3
        11.0978                  1.1803            148            139              1
        11.1629                  1.1873            155            136              6
        11.2283                  1.1942            149            142              2
        11.2500                  1.1965            137            129              3
        11.3153                  1.2034            121            114              1
        11.3806                  1.2103            138            116             15
        11.4457                  1.2172            132            126              3
        11.5110                  1.2242            133            117              5
        11.5764                  1.2311            118             97              4
        11.6420                  1.2380            129            120              3
        11.7074                  1.2449            129            113              3
        11.7727                  1.2518            119            110              2
        11.8379                  1.2588            133            123              4
        11.9031                  1.2657            109            100              2
        11.9686                  1.2726            132            121              5
        12.0340                  1.2795            137            120              5
        12.0994                  1.2864            129            123              0
        12.1646                  1.2934            126            105              6
        12.2300                  1.3003            119            110              3
        12.2500                  1.3024            122            115              4
        12.3154                  1.3093            137            127              5
        12.3807                  1.3162            129            121              3
        12.4460                  1.3231            134            116              6
        12.5112                  1.3301            133            122              4
        12.5765                  1.3370            132            120              5
        12.6416                  1.3439            120            110              4
        12.7067                  1.3508            123            111              8
        12.7718                  1.3577            106             94              3
        12.8371                  1.3647            126            116              5
        12.9026                  1.3716             97             83              4
        12.9679                  1.3785            126            102              8
        13.0332                  1.3854            119             98              6
        13.0984                  1.3923            102             93              4
        13.1635                  1.3993            118            105              5
        13.2285                  1.4062            120            106              7
        13.2500                  1.4085            118            101              5
        13.3152                  1.4154            127            112              4
        13.3803                  1.4223            120            108              6
        13.4455                  1.4292            110             99              2
        13.5105                  1.4361            129            112              4
        13.5757                  1.4431            130            119              2
        13.6408                  1.4500            132            125              4
        13.7059                  1.4569            137            128              5
        13.7710                  1.4638            128            119              4
        13.8362                  1.4707            129            120              3
        13.9015                  1.4777            141            135              2
        13.9666                  1.4846            144            133              2
        14.0318                  1.4915            145            131              6
        14.0969                  1.4984            128            125              0
        14.1619                  1.5053            150            137              4
        14.2271                  1.5122            154            145              3
        14.2500                  1.5147            149            143              0
        14.3152                  1.5216            145            135              2
        14.3804                  1.5285            158            147              3
        14.4454                  1.5354            149            139              6
        14.5104                  1.5424            147            144              2
        14.5755                  1.5493            150            134              3
        14.6406                  1.5562            144            136              2
        14.7057                  1.5631            144            133              2
        14.7712                  1.5700            148            137              5
        14.8364                  1.5770            123            118              0
        14.9019                  1.5839            134            115              7
        14.9672                  1.5908            132            124              5
        15.0323                  1.5977            132            121              5
        15.0975                  1.6046            139            130              3
        15.1628                  1.6116            150            142              0
        15.2280                  1.6185            151            143              3
        15.2500                  1.6208            139            131              4
        15.3154                  1.6277            150            145              0
        15.3805                  1.6346            156            144              1
        15.4457                  1.6416            144            135              3
        15.5109                  1.6485            134            131              1
        15.5761                  1.6554            155            152              1
        15.6414                  1.6623            164            152              3
        15.7064                  1.6692            162            157              0
        15.7714                  1.6762            163            155              1
        15.8366                  1.6831            152            149              1
        15.9017                  1.6900            179            171              3
        15.9667                  1.6969            164            160              2
        16.0319                  1.7038            162            154              2
        16.0971                  1.7108            166            158              2
        16.1622                  1.7177            163            159              1
        16.2272                  1.7246            166            161              1
        16.2500                  1.7270            170            167              0
        16.3152                  1.7339            154            150              1
        16.3803                  1.7409            193            181              3
        16.4452                  1.7478            178            170              3
        16.5104                  1.7547            180            176              0
        16.5753                  1.7616            183            179              0
        16.6402                  1.7685            182            177              1
        16.7053                  1.7755            166            163              1
        16.7704                  1.7824            178            174              1
        16.8355                  1.7893            172            163              3
        16.9005                  1.7962            164            156              2
        16.9656                  1.8031            168            161              3
        17.0308                  1.8101            177            169              6
        17.0958                  1.8170            178            171              3
        17.1609                  1.8239            181            173              2
        17.2261                  1.8308            170            162              3
        17.2500                  1.8334            171            164              2
        17.3150                  1.8403            169            158              5
        17.3801                  1.8472            172            166              3
        17.4451                  1.8541            185            176              5
        17.5103                  1.8610            175            172              1
        17.5754                  1.8680            170            166              0
        17.6403                  1.8749            164            159              2
        17.7052                  1.8818            178            174              3
        17.7700                  1.8887            167            157              1
        17.8350                  1.8956            181            170              4
        17.9000                  1.9026            176            173              1
        17.9650                  1.9095            184            175              2
        18.0299                  1.9164            166            163              0
        18.0949                  1.9233            185            177              2
        18.1598                  1.9302            187            181              2
        18.2249                  1.9372            184            178              2
        18.2500                  1.9398            184            180              2
        18.3150                  1.9467            158            155              0
        18.3802                  1.9537            176            170              2
        18.4452                  1.9606            182            175              2
        18.5102                  1.9675            176            171              3
        18.5753                  1.9744            187            179              1
        18.6405                  1.9813            167            160              3
        18.7056                  1.9883            173            167              1
        18.7708                  1.9952            166            158              3
        18.8358                  2.0021            171            160              3
        18.9009                  2.0090            167            163              0
        18.9660                  2.0159            168            163              0
        19.0311                  2.0229            178            171              3
        19.0963                  2.0298            166            160              2
        19.1614                  2.0367            165            162              1
        19.2263                  2.0436            160            156              1
        19.2500                  2.0461            162            156              1
        19.3149                  2.0531            164            153              4
        19.3797                  2.0600            165            160              2
        19.4448                  2.0669            150            148              0
        19.5098                  2.0738            181            175              4
        19.5746                  2.0807            191            186              0
        19.6397                  2.0877            181            174              2
        19.7047                  2.0946            176            172              1
        19.7697                  2.1015            171            161              3
        19.8348                  2.1084            167            164              0
        19.8998                  2.1153            167            159              2
        19.9649                  2.1223            158            148              2
        20.0302                  2.1292            171            164              0
        20.0953                  2.1361            168            163              3
        20.1601                  2.1430            165            159              2
        20.2252                  2.1499            167            163              0
        20.2500                  2.1526            158            152              1
        20.3153                  2.1595            170            157              4
        20.3804                  2.1664            159            151              0
        20.4458                  2.1733            155            151              1
        20.5109                  2.1802            158            151              0
        20.5760                  2.1872            164            154              2
        20.6412                  2.1941            154            148              2
        20.7060                  2.2010            178            169              1
        20.7711                  2.2079            156            145              3
        20.8362                  2.2148            147            140              1
        20.9014                  2.2218            167            163              3
        20.9664                  2.2287            193            182              4
        21.0314                  2.2356            164            160              2
        21.0966                  2.2425            178            173              0
        21.1617                  2.2494            182            176              2
        21.2269                  2.2564            176            171              1
        21.2500                  2.2588            191            186              1
        21.3152                  2.2657            177            171              1
        21.3802                  2.2727            170            162              3
        21.4451                  2.2796            173            163              2
        21.5104                  2.2865            178            171              2
        21.5754                  2.2934            187            175              2
        21.6404                  2.3003            169            159              2
        21.7053                  2.3073            176            168              4
        21.7704                  2.3142            171            159              3
        21.8354                  2.3211            190            184              3
        21.9004                  2.3280            176            172              1
        21.9653                  2.3349            181            178              0
        22.0303                  2.3418            190            185              1
        22.0953                  2.3488            186            181              2
        22.1603                  2.3557            177            172              0
        22.2253                  2.3626            186            180              0
        22.2500                  2.3652            193            191              0
        22.3151                  2.3721            198            193              1
        22.3802                  2.3791            196            192              3
        22.4452                  2.3860            198            193              1
        22.5102                  2.3929            181            177              1
        22.5752                  2.3998            170            169              0
        22.6403                  2.4067            183            180              1
        22.7054                  2.4137            181            173              3
        22.7704                  2.4206            176            167              4
        22.8355                  2.4275            167            162              3
        22.9007                  2.4344            164            160              1
        22.9659                  2.4413            174            167              0
        23.0310                  2.4483            167            160              4
        23.0959                  2.4552            180            174              2
        23.1609                  2.4621            157            154              2
        23.2257                  2.4690            172            172              0
        23.2500                  2.4716            177            171              1
        23.3150                  2.4785            184            181              1
        23.3799                  2.4855            192            189              0
        23.4449                  2.4924            196            192              1
        23.5097                  2.4993            197            190              3
        23.5748                  2.5062            195            188              4
        23.6399                  2.5131            179            175              0
        23.7049                  2.5200            177            172              0
        23.7700                  2.5270            174            171              2
        23.8350                  2.5339            182            177              2
        23.9001                  2.5408            169            158              3
        23.9650                  2.5477            179            171              3
        24.0297                  2.5546            184            182              0
        24.0947                  2.5616            196            190              1
        24.1597                  2.5685            193            182              3
        24.2250                  2.5754            179            170              4
        24.2500                  2.5781            166            158              4
        24.3153                  2.5850            166            162              2
        24.3805                  2.5919            173            164              2
        24.4458                  2.5988            188            178              5
        24.5109                  2.6057            180            176              2
        24.5761                  2.6127            188            184              2
        24.6412                  2.6196            169            162              3
        24.7064                  2.6265            171            162              2
        24.7717                  2.6334            177            172              1
        24.8369                  2.6403            177            166              4
        24.9019                  2.6473            163            154              3
        24.9671                  2.6542            173            164              2
        25.0323                  2.6611            173            162              4
        25.0976                  2.6680            166            159              1
        25.1627                  2.6749            183            177              3
        25.2279                  2.6819            177            171              2
        25.2500                  2.6842            179            170              3
        25.3150                  2.6911            162            157              1
        25.3802                  2.6980            162            158              2
        25.4455                  2.7050            168            158              5
        25.5106                  2.7119            174            168              0
        25.5758                  2.7188            176            169              2
        25.6409                  2.7257            174            161              5
        25.7059                  2.7326            173            166              2
        25.7709                  2.7396            177            172              2
        25.8359                  2.7465            185            174              3
        25.9009                  2.7534            176            172              0
        25.9659                  2.7603            183            174              4
        26.0311                  2.7672            168            161              3
        26.0962                  2.7742            167            162              2
        26.1613                  2.7811            171            162              5
        26.2264                  2.7880            172            161              5
        26.2500                  2.7905            178            168              3
        26.3150                  2.7974            170            155              7
        26.3801                  2.8043            160            151              1
        26.4449                  2.8113            182            178              1
        26.5098                  2.8182            171            166              1
        26.5747                  2.8251            181            175              1
        26.6395                  2.8320            177            174              1
        26.7045                  2.8389            172            167              1
        26.7694                  2.8459            180            177              0
        26.8344                  2.8528            180            174              1
        26.8994                  2.8597            186            177              5
        26.9644                  2.8666            185            176              3
        27.0294                  2.8735            178            171              2
        27.0943                  2.8805            185            176              5
        27.1593                  2.8874            170            162              0
        27.2244                  2.8943            174            160              7
        27.2500                  2.8970            168            159              1
        27.3152                  2.9039            164            153              2
        27.3802                  2.9109            163            157              2
        27.4452                  2.9178            160            152              3
        27.5103                  2.9247            171            163              2
        27.5752                  2.9316            170            162              1
        27.6404                  2.9385            168            162              1
        27.7054                  2.9455            175            163              5
        27.7704                  2.9524            184            180              2
        27.8356                  2.9593            186            178              4
        27.9009                  2.9662            176            172              0
        27.9658                  2.9731            178            170              1
        28.0310                  2.9801            181            170              2
        28.0962                  2.9870            177            172              2
        28.1614                  2.9939            187            179              2
        28.2265                  3.0008            187            185              0
        28.2500                  3.0033            193            183              1
        28.3149                  3.0102            189            176              4
        28.3800                  3.0172            197            194              1
        28.4451                  3.0241            192            185              2
        28.5103                  3.0310            201            191              4
        28.5753                  3.0379            185            181              1
        28.6407                  3.0448            183            180              0
        28.7057                  3.0518            175            168              4
        28.7709                  3.0587            175            171              1
        28.8359                  3.0656            185            183              1
        28.9009                  3.0725            184            181              1
        28.9659                  3.0794            185            181              1
        29.0308                  3.0864            202            197              2
        29.0957                  3.0933            184            178              3
        29.1605                  3.1002            193            193              0
        29.2255                  3.1071            177            174              2
        29.2500                  3.1097            181            179              0
        29.3150                  3.1166            185            184              0
        29.3799                  3.1236            187            182              3
        29.4448                  3.1305            203            200              1
        29.5096                  3.1374            182            177              1
        29.5746                  3.1443            186            179              3
        29.6395                  3.1512            199            192              4
        29.7046                  3.1582            184            181              0
        29.7695                  3.1651            201            194              3
        29.8343                  3.1720            180            175              1
        29.8991                  3.1789            172            170              0
        29.9641                  3.1858            168            163              2
        30.0291                  3.1928            170            167              0
        30.0939                  3.1997            165            160              0
        30.1588                  3.2066            173            169              1
        30.2237                  3.2135            162            156              3
        30.2500                  3.2163            172            157              7
        30.3149                  3.2232            173            164              3
        30.3797                  3.2301            175            169              3
        30.4446                  3.2371            178            172              1
        30.5096                  3.2440            180            177              1
        30.5745                  3.2509            167            162              3
        30.6397                  3.2578            183            175              4
        30.7048                  3.2647            175            170              2
        30.7698                  3.2717            195            188              1
        30.8345                  3.2786            189            180              3
        30.8995                  3.2855            191            186              0
        30.9644                  3.2924            196            192              0
        31.0295                  3.2993            181            176              2
        31.0947                  3.3063            194            186              3
        31.1597                  3.3132            191            186              2
        31.2247                  3.3201            192            187              1
        31.2500                  3.3228            193            183              3
        31.3151                  3.3297            181            177              1
        31.3801                  3.3366            186            182              0
        31.4453                  3.3435            188            176              5
        31.5102                  3.3505            180            177              0
        31.5752                  3.3574            191            184              2
        31.6401                  3.3643            192            183              3
        31.7050                  3.3712            181            174              2
        31.7700                  3.3781            189            183              2
        31.8348                  3.3851            191            187              2
        31.9000                  3.3920            189            180              4
        31.9651                  3.3989            184            181              2
        32.0299                  3.4058            181            170              3
        32.0950                  3.4127            170            163              3
        32.1600                  3.4197            183            175              5
        32.2250                  3.4266            177            171              2
        32.2500                  3.4292            177            168              0
        32.3152                  3.4362            180            171              3
        32.3803                  3.4431            186            177              2
        32.4452                  3.4500            176            166              3
        32.5102                  3.4569            181            173              2
        32.5752                  3.4638            180            175              1
        32.6402                  3.4708            183            181              0
        32.7052                  3.4777            195            188              3
        32.7704                  3.4846            183            180              1
