     collisions(billions)   time(microsecond)    Monomer   Oligomer   Fibril
        82.8342                  8.8197             2         0         1
        82.8993                  8.8267             2         0         1
        82.9642                  8.8336             2         0         1
        83.0291                  8.8405             2         0         1
        83.0940                  8.8474             2         0         1
        83.1589                  8.8543             2         0         1
        83.2238                  8.8613             2         0         1
        83.2500                  8.8641             1         0         1
        83.3148                  8.8710             1         0         1
        83.3797                  8.8779             1         0         1
        83.4447                  8.8848             1         0         1
        83.5096                  8.8917             1         0         1
        83.5747                  8.8987             1         0         1
        83.6396                  8.9056             1         0         1
        83.7045                  8.9125             1         0         1
        83.7693                  8.9194             1         0         1
        83.8342                  8.9263             1         0         1
        83.8991                  8.9333             1         0         1
        83.9640                  8.9402             1         0         1
        84.0288                  8.9471             1         0         1
        84.0936                  8.9540             1         0         1
        84.1585                  8.9609             1         0         1
        84.2234                  8.9679             1         0         1
        84.2500                  8.9707             3         0         1
        84.3150                  8.9776             3         0         1
        84.3798                  8.9845             3         0         1
        84.4448                  8.9914             3         0         1
        84.5097                  8.9984             3         0         1
        84.5747                  9.0053             3         0         1
        84.6395                  9.0122             3         0         1
        84.7044                  9.0191             3         0         1
        84.7694                  9.0260             3         0         1
        84.8344                  9.0330             3         0         1
        84.8994                  9.0399             3         0         1
        84.9643                  9.0468             3         0         1
        85.0293                  9.0537             3         0         1
        85.0942                  9.0606             3         0         1
        85.1592                  9.0676             3         0         1
        85.2242                  9.0745             3         0         1
        85.2500                  9.0772             1         0         1
        85.3149                  9.0841             1         0         1
        85.3799                  9.0911             1         0         1
        85.4447                  9.0980             1         0         1
        85.5095                  9.1049             1         0         1
        85.5745                  9.1118             1         0         1
        85.6393                  9.1187             1         0         1
        85.7041                  9.1257             1         0         1
        85.7690                  9.1326             1         0         1
        85.8339                  9.1395             1         0         1
        85.8988                  9.1464             1         0         1
        85.9637                  9.1533             1         0         1
        86.0286                  9.1603             1         0         1
        86.0937                  9.1672             1         0         1
        86.1585                  9.1741             1         0         1
        86.2233                  9.1810             1         0         1
        86.2500                  9.1839             1         0         1
        86.3149                  9.1908             1         0         1
        86.3798                  9.1977             1         0         1
        86.4447                  9.2046             1         0         1
        86.5098                  9.2115             1         0         1
        86.5747                  9.2185             1         0         1
        86.6397                  9.2254             1         0         1
        86.7047                  9.2323             1         0         1
        86.7697                  9.2392             1         0         1
        86.8346                  9.2461             1         0         1
        86.8996                  9.2531             1         0         1
        86.9646                  9.2600             1         0         1
        87.0296                  9.2669             1         0         1
        87.0944                  9.2738             1         0         1
        87.1592                  9.2807             1         0         1
        87.2243                  9.2877             1         0         1
        87.2500                  9.2904             1         0         1
        87.3150                  9.2973             1         0         1
        87.3801                  9.3042             1         0         1
        87.4451                  9.3112             1         0         1
        87.5101                  9.3181             1         0         1
        87.5752                  9.3250             1         0         1
        87.6400                  9.3319             1         0         1
        87.7051                  9.3388             1         0         1
        87.7702                  9.3458             1         0         1
        87.8355                  9.3527             1         0         1
        87.9007                  9.3596             1         0         1
        87.9658                  9.3665             1         0         1
        88.0309                  9.3734             1         0         1
        88.0959                  9.3804             1         0         1
        88.1609                  9.3873             1         0         1
        88.2259                  9.3942             1         0         1
        88.2500                  9.3968             0         0         1
        88.3150                  9.4037             0         0         1
        88.3800                  9.4106             0         0         1
        88.4450                  9.4175             0         0         1
        88.5099                  9.4244             0         0         1
        88.5750                  9.4314             0         0         1
        88.6400                  9.4383             0         0         1
        88.7051                  9.4452             0         0         1
        88.7702                  9.4521             0         0         1
        88.8352                  9.4590             0         0         1
        88.9003                  9.4660             0         0         1
        88.9653                  9.4729             0         0         1
        89.0302                  9.4798             0         0         1
        89.0953                  9.4867             0         0         1
        89.1603                  9.4936             0         0         1
        89.2253                  9.5006             0         0         1
        89.2500                  9.5032             3         0         1
        89.3148                  9.5101             3         0         1
        89.3797                  9.5170             3         0         1
        89.4445                  9.5240             3         0         1
        89.5095                  9.5309             3         0         1
        89.5745                  9.5378             3         0         1
        89.6395                  9.5447             3         0         1
        89.7043                  9.5516             3         0         1
        89.7693                  9.5585             3         0         1
        89.8341                  9.5655             3         0         1
        89.8989                  9.5724             3         0         1
        89.9638                  9.5793             3         0         1
        90.0285                  9.5862             3         0         1
        90.0935                  9.5931             3         0         1
        90.1583                  9.6001             3         0         1
        90.2230                  9.6070             3         0         1
        90.2500                  9.6099             3         0         1
        90.3148                  9.6168             3         0         1
        90.3797                  9.6237             3         0         1
        90.4445                  9.6306             3         0         1
        90.5095                  9.6375             3         0         1
        90.5743                  9.6445             3         0         1
        90.6391                  9.6514             3         0         1
        90.7038                  9.6583             3         0         1
        90.7686                  9.6652             3         0         1
        90.8335                  9.6721             3         0         1
        90.8985                  9.6791             3         0         1
        90.9634                  9.6860             3         0         1
        91.0283                  9.6929             3         0         1
        91.0934                  9.6998             3         0         1
        91.1581                  9.7067             3         0         1
        91.2230                  9.7137             3         0         1
        91.2500                  9.7165             5         0         1
        91.3150                  9.7235             5         0         1
        91.3798                  9.7304             5         0         1
        91.4449                  9.7373             5         0         1
        91.5099                  9.7442             5         0         1
        91.5748                  9.7511             5         0         1
        91.6397                  9.7581             5         0         1
        91.7045                  9.7650             5         0         1
        91.7693                  9.7719             5         0         1
        91.8341                  9.7788             5         0         1
        91.8988                  9.7857             5         0         1
        91.9638                  9.7926             5         0         1
        92.0287                  9.7996             5         0         1
        92.0937                  9.8065             5         0         1
        92.1585                  9.8134             5         0         1
        92.2233                  9.8203             5         0         1
        92.2500                  9.8232             5         0         1
        92.3146                  9.8301             5         0         1
        92.3796                  9.8370             5         0         1
        92.4446                  9.8439             5         0         1
        92.5093                  9.8508             5         0         1
        92.5741                  9.8578             5         0         1
        92.6389                  9.8647             5         0         1
        92.7038                  9.8716             5         0         1
        92.7687                  9.8785             5         0         1
        92.8337                  9.8854             5         0         1
        92.8986                  9.8924             5         0         1
        92.9635                  9.8993             5         0         1
        93.0282                  9.9062             5         0         1
        93.0930                  9.9131             5         0         1
        93.1578                  9.9200             5         0         1
        93.2228                  9.9270             5         0         1
        93.2500                  9.9299             4         0         1
        93.3148                  9.9368             4         0         1
        93.3797                  9.9437             4         0         1
        93.4444                  9.9506             4         0         1
        93.5092                  9.9576             4         0         1
        93.5740                  9.9645             4         0         1
        93.6387                  9.9714             4         0         1
        93.7036                  9.9783             4         0         1
        93.7683                  9.9852             4         0         1
        93.8332                  9.9921             4         0         1
        93.8982                  9.9991             4         0         1
        93.9629                 10.0060             4         0         1
        94.0278                 10.0129             4         0         1
        94.0926                 10.0198             4         0         1
        94.1575                 10.0267             4         0         1
        94.2222                 10.0337             4         0         1
        94.2500                 10.0366             4         0         1
        94.3146                 10.0435             4         0         1
        94.3794                 10.0505             4         0         1
        94.4442                 10.0574             4         0         1
        94.5091                 10.0643             4         0         1
        94.5740                 10.0712             4         0         1
        94.6389                 10.0781             4         0         1
        94.7037                 10.0851             4         0         1
        94.7685                 10.0920             4         0         1
        94.8333                 10.0989             4         0         1
        94.8982                 10.1058             4         0         1
        94.9632                 10.1127             4         0         1
        95.0280                 10.1197             4         0         1
        95.0929                 10.1266             4         0         1
        95.1578                 10.1335             4         0         1
        95.2228                 10.1404             4         0         1
        95.2500                 10.1433             2         0         1
        95.3151                 10.1502             2         0         1
        95.3800                 10.1571             2         0         1
        95.4449                 10.1641             2         0         1
        95.5100                 10.1710             2         0         1
        95.5748                 10.1779             2         0         1
        95.6397                 10.1848             2         0         1
        95.7048                 10.1917             2         0         1
        95.7697                 10.1987             2         0         1
        95.8346                 10.2056             2         0         1
        95.8996                 10.2125             2         0         1
        95.9645                 10.2194             2         0         1
        96.0295                 10.2263             2         0         1
        96.0943                 10.2333             2         0         1
        96.1592                 10.2402             2         0         1
        96.2242                 10.2471             2         0         1
        96.2500                 10.2498             2         0         1
        96.3149                 10.2568             2         0         1
        96.3798                 10.2637             2         0         1
        96.4447                 10.2706             2         0         1
        96.5097                 10.2775             2         0         1
        96.5747                 10.2844             2         0         1
        96.6397                 10.2914             2         0         1
        96.7046                 10.2983             2         0         1
        96.7697                 10.3052             2         0         1
        96.8347                 10.3121             2         0         1
        96.8998                 10.3190             2         0         1
        96.9649                 10.3260             2         0         1
        97.0299                 10.3329             2         0         1
        97.0949                 10.3398             2         0         1
        97.1599                 10.3467             2         0         1
        97.2249                 10.3536             2         0         1
        97.2500                 10.3563             4         0         1
        97.3151                 10.3632             4         0         1
        97.3801                 10.3701             4         0         1
        97.4450                 10.3771             4         0         1
        97.5101                 10.3840             4         0         1
        97.5751                 10.3909             4         0         1
        97.6402                 10.3978             4         0         1
        97.7052                 10.4047             4         0         1
        97.7702                 10.4117             4         0         1
        97.8353                 10.4186             4         0         1
        97.9001                 10.4255             4         0         1
        97.9650                 10.4324             4         0         1
        98.0299                 10.4393             4         0         1
        98.0948                 10.4463             4         0         1
        98.1598                 10.4532             4         0         1
        98.2249                 10.4601             4         0         1
        98.2500                 10.4628             2         0         1
        98.3149                 10.4697             2         0         1
        98.3798                 10.4766             2         0         1
        98.4447                 10.4835             2         0         1
        98.5094                 10.4905             2         0         1
        98.5743                 10.4974             2         0         1
        98.6391                 10.5043             2         0         1
        98.7040                 10.5112             2         0         1
        98.7690                 10.5181             2         0         1
        98.8340                 10.5250             2         0         1
        98.8989                 10.5320             2         0         1
        98.9639                 10.5389             2         0         1
        99.0289                 10.5458             2         0         1
        99.0938                 10.5527             2         0         1
        99.1588                 10.5596             2         0         1
        99.2238                 10.5666             2         0         1
        99.2500                 10.5693             2         0         1
        99.3151                 10.5763             2         0         1
        99.3800                 10.5832             2         0         1
        99.4450                 10.5901             2         0         1
        99.5101                 10.5970             2         0         1
        99.5749                 10.6039             2         0         1
        99.6399                 10.6109             2         0         1
        99.7049                 10.6178             2         0         1
        99.7698                 10.6247             2         0         1
        99.8349                 10.6316             2         0         1
        99.8999                 10.6385             2         0         1
        99.9649                 10.6455             2         0         1
       100.0299                 10.6524             2         0         1
       100.0949                 10.6593             2         0         1
       100.1599                 10.6662             2         0         1
       100.2250                 10.6731             2         0         1
       100.2500                 10.6758             1         0         1
       100.3148                 10.6827             1         0         1
       100.3797                 10.6896             1         0         1
       100.4447                 10.6965             1         0         1
       100.5096                 10.7035             1         0         1
       100.5744                 10.7104             1         0         1
       100.6394                 10.7173             1         0         1
       100.7041                 10.7242             1         0         1
       100.7690                 10.7311             1         0         1
       100.8339                 10.7381             1         0         1
       100.8987                 10.7450             1         0         1
       100.9637                 10.7519             1         0         1
       101.0285                 10.7588             1         0         1
       101.0932                 10.7657             1         0         1
       101.1582                 10.7727             1         0         1
       101.2233                 10.7796             1         0         1
       101.2500                 10.7824             2         0         1
       101.3152                 10.7893             2         0         1
       101.3801                 10.7963             2         0         1
       101.4450                 10.8032             2         0         1
       101.5099                 10.8101             2         0         1
       101.5749                 10.8170             2         0         1
       101.6399                 10.8239             2         0         1
       101.7048                 10.8309             2         0         1
       101.7697                 10.8378             2         0         1
       101.8346                 10.8447             2         0         1
       101.8995                 10.8516             2         0         1
       101.9643                 10.8585             2         0         1
       102.0290                 10.8655             2         0         1
       102.0939                 10.8724             2         0         1
       102.1588                 10.8793             2         0         1
       102.2237                 10.8862             2         0         1
       102.2500                 10.8890             3         0         1
       102.3149                 10.8959             3         0         1
       102.3798                 10.9028             3         0         1
       102.4446                 10.9098             3         0         1
       102.5095                 10.9167             3         0         1
       102.5743                 10.9236             3         0         1
       102.6391                 10.9305             3         0         1
       102.7040                 10.9374             3         0         1
       102.7689                 10.9444             3         0         1
       102.8337                 10.9513             3         0         1
       102.8988                 10.9582             3         0         1
       102.9636                 10.9651             3         0         1
       103.0287                 10.9720             3         0         1
       103.0937                 10.9790             3         0         1
       103.1589                 10.9859             3         0         1
       103.2239                 10.9928             3         0         1
       103.2500                 10.9956             4         0         1
       103.3151                 11.0025             4         0         1
       103.3801                 11.0094             4         0         1
       103.4452                 11.0163             4         0         1
       103.5102                 11.0232             4         0         1
       103.5752                 11.0302             4         0         1
       103.6402                 11.0371             4         0         1
       103.7051                 11.0440             4         0         1
       103.7701                 11.0509             4         0         1
       103.8350                 11.0578             4         0         1
       103.8999                 11.0648             4         0         1
       103.9650                 11.0717             4         0         1
       104.0298                 11.0786             4         0         1
       104.0947                 11.0855             4         0         1
       104.1597                 11.0924             4         0         1
       104.2247                 11.0994             4         0         1
       104.2500                 11.1021             5         0         1
       104.3149                 11.1090             5         0         1
       104.3798                 11.1159             5         0         1
       104.4445                 11.1228             5         0         1
       104.5094                 11.1297             5         0         1
       104.5742                 11.1367             5         0         1
       104.6391                 11.1436             5         0         1
       104.7042                 11.1505             5         0         1
       104.7690                 11.1574             5         0         1
       104.8339                 11.1643             5         0         1
       104.8987                 11.1713             5         0         1
       104.9636                 11.1782             5         0         1
       105.0285                 11.1851             5         0         1
       105.0933                 11.1920             5         0         1
       105.1581                 11.1989             5         0         1
       105.2230                 11.2058             5         0         1
       105.2500                 11.2087             3         0         1
       105.3150                 11.2156             3         0         1
       105.3800                 11.2226             3         0         1
       105.4450                 11.2295             3         0         1
       105.5102                 11.2364             3         0         1
       105.5751                 11.2433             3         0         1
       105.6401                 11.2502             3         0         1
       105.7051                 11.2572             3         0         1
       105.7700                 11.2641             3         0         1
       105.8351                 11.2710             3         0         1
       105.9001                 11.2779             3         0         1
       105.9651                 11.2848             3         0         1
       106.0300                 11.2918             3         0         1
       106.0950                 11.2987             3         0         1
       106.1600                 11.3056             3         0         1
       106.2249                 11.3125             3         0         1
       106.2500                 11.3152             2         0         1
       106.3150                 11.3221             2         0         1
       106.3799                 11.3290             2         0         1
       106.4449                 11.3360             2         0         1
       106.5098                 11.3429             2         0         1
       106.5746                 11.3498             2         0         1
       106.6395                 11.3567             2         0         1
       106.7045                 11.3636             2         0         1
       106.7697                 11.3705             2         0         1
       106.8345                 11.3775             2         0         1
       106.8994                 11.3844             2         0         1
       106.9643                 11.3913             2         0         1
       107.0294                 11.3982             2         0         1
       107.0944                 11.4051             2         0         1
       107.1593                 11.4121             2         0         1
       107.2245                 11.4190             2         0         1
       107.2500                 11.4217             3         0         1
       107.3151                 11.4286             3         0         1
       107.3801                 11.4355             3         0         1
       107.4451                 11.4425             3         0         1
       107.5100                 11.4494             3         0         1
       107.5749                 11.4563             3         0         1
       107.6398                 11.4632             3         0         1
       107.7048                 11.4701             3         0         1
       107.7698                 11.4771             3         0         1
       107.8348                 11.4840             3         0         1
       107.8999                 11.4909             3         0         1
       107.9648                 11.4978             3         0         1
       108.0300                 11.5047             3         0         1
       108.0950                 11.5117             3         0         1
       108.1600                 11.5186             3         0         1
       108.2249                 11.5255             3         0         1
       108.2500                 11.5282             3         0         1
       108.3151                 11.5351             3         0         1
       108.3800                 11.5420             3         0         1
       108.4450                 11.5489             3         0         1
       108.5101                 11.5558             3         0         1
       108.5750                 11.5628             3         0         1
       108.6401                 11.5697             3         0         1
       108.7051                 11.5766             3         0         1
       108.7701                 11.5835             3         0         1
       108.8351                 11.5904             3         0         1
       108.9000                 11.5974             3         0         1
       108.9651                 11.6043             3         0         1
       109.0301                 11.6112             3         0         1
       109.0952                 11.6181             3         0         1
       109.1602                 11.6250             3         0         1
       109.2251                 11.6320             3         0         1
       109.2500                 11.6346             3         0         1
       109.3152                 11.6415             3         0         1
       109.3802                 11.6485             3         0         1
       109.4452                 11.6554             3         0         1
       109.5103                 11.6623             3         0         1
       109.5753                 11.6692             3         0         1
       109.6405                 11.6761             3         0         1
       109.7054                 11.6831             3         0         1
       109.7703                 11.6900             3         0         1
       109.8351                 11.6969             3         0         1
       109.9001                 11.7038             3         0         1
       109.9652                 11.7107             3         0         1
       110.0300                 11.7176             3         0         1
       110.0949                 11.7246             3         0         1
       110.1600                 11.7315             3         0         1
       110.2249                 11.7384             3         0         1
       110.2500                 11.7411             5         0         1
       110.3148                 11.7480             5         0         1
       110.3796                 11.7549             5         0         1
       110.4445                 11.7618             5         0         1
       110.5094                 11.7688             5         0         1
       110.5745                 11.7757             5         0         1
       110.6393                 11.7826             5         0         1
       110.7042                 11.7895             5         0         1
       110.7691                 11.7964             5         0         1
       110.8342                 11.8034             5         0         1
       110.8991                 11.8103             5         0         1
       110.9640                 11.8172             5         0         1
       111.0289                 11.8241             5         0         1
       111.0938                 11.8310             5         0         1
       111.1587                 11.8380             5         0         1
       111.2237                 11.8449             5         0         1
       111.2500                 11.8477             7         0         1
       111.3150                 11.8546             7         0         1
       111.3799                 11.8615             7         0         1
       111.4448                 11.8684             7         0         1
       111.5097                 11.8754             7         0         1
       111.5747                 11.8823             7         0         1
       111.6395                 11.8892             7         0         1
       111.7043                 11.8961             7         0         1
       111.7691                 11.9030             7         0         1
       111.8340                 11.9100             7         0         1
       111.8989                 11.9169             7         0         1
       111.9636                 11.9238             7         0         1
       112.0287                 11.9307             7         0         1
       112.0937                 11.9376             7         0         1
       112.1588                 11.9446             7         0         1
       112.2237                 11.9515             7         0         1
       112.2500                 11.9543             6         0         1
       112.3149                 11.9612             6         0         1
       112.3799                 11.9681             6         0         1
       112.4451                 11.9750             6         0         1
       112.5100                 11.9819             6         0         1
       112.5750                 11.9889             6         0         1
       112.6400                 11.9958             6         0         1
       112.7048                 12.0027             6         0         1
       112.7697                 12.0096             6         0         1
       112.8346                 12.0165             6         0         1
       112.8995                 12.0234             6         0         1
       112.9643                 12.0304             6         0         1
       113.0291                 12.0373             6         0         1
       113.0936                 12.0442             6         0         1
       113.1586                 12.0511             6         0         1
       113.2234                 12.0580             6         0         1
       113.2500                 12.0609             8         0         1
       113.3148                 12.0678             8         0         1
       113.3798                 12.0747             8         0         1
       113.4446                 12.0816             8         0         1
       113.5093                 12.0886             8         0         1
       113.5742                 12.0955             8         0         1
       113.6392                 12.1024             8         0         1
       113.7040                 12.1093             8         0         1
       113.7687                 12.1162             8         0         1
       113.8335                 12.1232             8         0         1
       113.8983                 12.1301             8         0         1
       113.9631                 12.1370             8         0         1
       114.0280                 12.1439             8         0         1
       114.0927                 12.1508             8         0         1
       114.1573                 12.1577             8         0         1
       114.2220                 12.1647             8         0         1
       114.2500                 12.1676             6         0         1
       114.3148                 12.1746             6         0         1
       114.3796                 12.1815             6         0         1
       114.4442                 12.1884             6         0         1
       114.5091                 12.1953             6         0         1
       114.5740                 12.2022             6         0         1
       114.6390                 12.2092             6         0         1
       114.7037                 12.2161             6         0         1
       114.7686                 12.2230             6         0         1
       114.8334                 12.2299             6         0         1
       114.8983                 12.2368             6         0         1
       114.9631                 12.2438             6         0         1
       115.0280                 12.2507             6         0         1
       115.0926                 12.2576             6         0         1
       115.1574                 12.2645             6         0         1
       115.2221                 12.2714             6         0         1
       115.2500                 12.2744             7         0         1
       115.3147                 12.2813             7         0         1
       115.3795                 12.2883             7         0         1
       115.4443                 12.2952             7         0         1
       115.5092                 12.3021             7         0         1
       115.5739                 12.3090             7         0         1
       115.6389                 12.3159             7         0         1
       115.7036                 12.3228             7         0         1
       115.7684                 12.3298             7         0         1
       115.8332                 12.3367             7         0         1
       115.8980                 12.3436             7         0         1
       115.9629                 12.3505             7         0         1
       116.0278                 12.3574             7         0         1
       116.0925                 12.3644             7         0         1
       116.1573                 12.3713             7         0         1
       116.2219                 12.3782             7         0         1
       116.2500                 12.3812             6         0         1
       116.3149                 12.3881             6         0         1
       116.3798                 12.3950             6         0         1
       116.4446                 12.4020             6         0         1
       116.5094                 12.4089             6         0         1
       116.5741                 12.4158             6         0         1
       116.6389                 12.4227             6         0         1
       116.7037                 12.4296             6         0         1
       116.7687                 12.4366             6         0         1
       116.8335                 12.4435             6         0         1
       116.8982                 12.4504             6         0         1
       116.9629                 12.4573             6         0         1
       117.0276                 12.4642             6         0         1
       117.0924                 12.4712             6         0         1
       117.1571                 12.4781             6         0         1
       117.2219                 12.4850             6         0         1
       117.2500                 12.4880             7         0         1
       117.3148                 12.4949             7         0         1
       117.3797                 12.5018             7         0         1
       117.4444                 12.5088             7         0         1
       117.5092                 12.5157             7         0         1
       117.5739                 12.5226             7         0         1
       117.6386                 12.5295             7         0         1
       117.7034                 12.5364             7         0         1
       117.7682                 12.5434             7         0         1
       117.8329                 12.5503             7         0         1
       117.8977                 12.5572             7         0         1
       117.9623                 12.5641             7         0         1
       118.0273                 12.5710             7         0         1
       118.0921                 12.5780             7         0         1
       118.1568                 12.5849             7         0         1
       118.2217                 12.5918             7         0         1
       118.2500                 12.5948             4         0         1
       118.3148                 12.6017             4         0         1
       118.3794                 12.6087             4         0         1
       118.4443                 12.6156             4         0         1
       118.5091                 12.6225             4         0         1
       118.5740                 12.6294             4         0         1
       118.6390                 12.6363             4         0         1
       118.7039                 12.6433             4         0         1
       118.7686                 12.6502             4         0         1
       118.8334                 12.6571             4         0         1
       118.8982                 12.6640             4         0         1
       118.9631                 12.6709             4         0         1
       119.0278                 12.6779             4         0         1
       119.0926                 12.6848             4         0         1
       119.1573                 12.6917             4         0         1
       119.2222                 12.6986             4         0         1
       119.2500                 12.7016             5         0         1
       119.3149                 12.7085             5         0         1
       119.3798                 12.7154             5         0         1
       119.4446                 12.7224             5         0         1
       119.5095                 12.7293             5         0         1
       119.5743                 12.7362             5         0         1
       119.6392                 12.7431             5         0         1
       119.7041                 12.7500             5         0         1
       119.7689                 12.7569             5         0         1
       119.8339                 12.7639             5         0         1
       119.8989                 12.7708             5         0         1
       119.9637                 12.7777             5         0         1
       120.0284                 12.7846             5         0         1
       120.0931                 12.7915             5         0         1
       120.1580                 12.7985             5         0         1
       120.2229                 12.8054             5         0         1
       120.2500                 12.8083             5         0         1
       120.3148                 12.8152             5         0         1
       120.3796                 12.8221             5         0         1
       120.4444                 12.8290             5         0         1
       120.5093                 12.8360             5         0         1
       120.5742                 12.8429             5         0         1
       120.6391                 12.8498             5         0         1
       120.7039                 12.8567             5         0         1
       120.7687                 12.8636             5         0         1
       120.8333                 12.8706             5         0         1
