     collisions(billions)   time(microsecond)    Monomer   Oligomer   Fibril
========================================================================================
         0.0000                  0.0000            48         0         0
         0.0927                  0.0061            48         0         0
         0.1000                  0.0066            48         0         0
         0.1888                  0.0131            48         0         0
         0.2000                  0.0139            46         0         0
         0.2849                  0.0210            48         0         0
         0.3000                  0.0221            48         0         0
         0.3807                  0.0299            48         0         0
         0.4000                  0.0314            46         0         0
         0.4763                  0.0404            48         0         0
         0.5000                  0.0424            48         0         0
         0.5744                  0.0505            48         0         0
         0.6487                  0.0570            46         0         0
         0.6500                  0.0571            48         0         0
         0.7225                  0.0659            46         0         0
         0.7948                  0.0724            46         0         0
         0.8000                  0.0729            46         0         0
         0.8704                  0.0826            46         0         0
         0.9408                  0.0892            46         0         0
         1.0000                  0.0948            48         0         0
         1.0684                  0.1058            44         0         0
         1.1368                  0.1126            42         0         0
         1.2051                  0.1193            48         0         0
         1.2500                  0.1238            48         0         0
         1.3148                  0.1415            48         0         0
         1.3795                  0.1484            48         0         0
         1.4442                  0.1553            48         0         0
         1.5091                  0.1622            48         0         0
         1.5739                  0.1692            48         0         0
         1.6388                  0.1761            48         0         0
         1.7036                  0.1830            48         0         0
         1.7683                  0.1899            48         0         0
         1.8332                  0.1968            48         0         0
         1.8980                  0.2038            48         0         0
         1.9627                  0.2107            48         0         0
         2.0274                  0.2176            48         0         0
         2.0921                  0.2245            48         0         0
         2.1568                  0.2314            48         0         0
         2.2217                  0.2384            48         0         0
         2.2500                  0.2414            29         2         0
         2.3150                  0.2483            29         2         0
         2.3799                  0.2552            29         2         0
         2.4447                  0.2621            29         2         0
         2.5096                  0.2691            29         2         0
         2.5745                  0.2760            29         2         0
         2.6395                  0.2829            29         2         0
         2.7044                  0.2898            29         2         0
         2.7697                  0.2967            29         2         0
         2.8349                  0.3037            29         2         0
         2.8998                  0.3106            29         2         0
         2.9648                  0.3175            29         2         0
         3.0299                  0.3244            29         2         0
         3.0951                  0.3313            29         2         0
         3.1603                  0.3382            29         2         0
         3.2255                  0.3452            29         2         0
         3.2500                  0.3478            17         3         0
         3.3151                  0.3547            17         3         0
         3.3804                  0.3616            17         3         0
         3.4456                  0.3685            17         3         0
         3.5106                  0.3755            17         3         0
         3.5757                  0.3824            17         3         0
         3.6407                  0.3893            17         3         0
         3.7059                  0.3962            17         3         0
         3.7710                  0.4031            17         3         0
         3.8362                  0.4101            17         3         0
         3.9014                  0.4170            17         3         0
         3.9666                  0.4239            17         3         0
         4.0319                  0.4308            17         3         0
         4.0972                  0.4377            17         3         0
         4.1626                  0.4447            17         3         0
         4.2282                  0.4516            17         3         0
         4.2500                  0.4539             9         2         0
         4.3155                  0.4608             9         2         0
         4.3808                  0.4677             9         2         0
         4.4463                  0.4746             9         2         0
         4.5117                  0.4815             9         2         0
         4.5771                  0.4885             9         2         0
         4.6424                  0.4954             9         2         0
         4.7079                  0.5023             9         2         0
         4.7732                  0.5092             9         2         0
         4.8386                  0.5161             9         2         0
         4.9040                  0.5231             9         2         0
         4.9694                  0.5300             9         2         0
         5.0348                  0.5369             9         2         0
         5.1002                  0.5438             9         2         0
         5.1656                  0.5507             9         2         0
         5.2311                  0.5577             9         2         0
         5.2500                  0.5597             9         1         1
         5.3155                  0.5666             9         1         1
         5.3808                  0.5735             9         1         1
         5.4461                  0.5804             9         1         1
         5.5114                  0.5874             9         1         1
         5.5767                  0.5943             9         1         1
         5.6420                  0.6012             9         1         1
         5.7073                  0.6081             9         1         1
         5.7727                  0.6150             9         1         1
         5.8380                  0.6219             9         1         1
         5.9034                  0.6289             9         1         1
         5.9688                  0.6358             9         1         1
         6.0341                  0.6427             9         1         1
         6.0992                  0.6496             9         1         1
         6.1645                  0.6565             9         1         1
         6.2298                  0.6635             9         1         1
         6.2500                  0.6656             9         2         0
         6.3152                  0.6725             9         2         0
         6.3805                  0.6794             9         2         0
         6.4457                  0.6864             9         2         0
         6.5109                  0.6933             9         2         0
         6.5761                  0.7002             9         2         0
         6.6414                  0.7071             9         2         0
         6.7066                  0.7140             9         2         0
         6.7719                  0.7210             9         2         0
         6.8373                  0.7279             9         2         0
         6.9027                  0.7348             9         2         0
         6.9680                  0.7417             9         2         0
         7.0331                  0.7486             9         2         0
         7.0983                  0.7556             9         2         0
         7.1636                  0.7625             9         2         0
         7.2289                  0.7694             9         2         0
         7.2500                  0.7716             6         1         1
         7.3152                  0.7786             6         1         1
         7.3805                  0.7855             6         1         1
         7.4458                  0.7924             6         1         1
         7.5109                  0.7993             6         1         1
         7.5760                  0.8062             6         1         1
         7.6414                  0.8132             6         1         1
         7.7066                  0.8201             6         1         1
         7.7719                  0.8270             6         1         1
         7.8371                  0.8339             6         1         1
         7.9024                  0.8408             6         1         1
         7.9675                  0.8478             6         1         1
         8.0328                  0.8547             6         1         1
         8.0980                  0.8616             6         1         1
         8.1632                  0.8685             6         1         1
         8.2282                  0.8754             6         1         1
         8.2500                  0.8778             9         0         2
         8.3151                  0.8847             9         0         2
         8.3803                  0.8916             9         0         2
         8.4454                  0.8985             9         0         2
         8.5105                  0.9054             9         0         2
         8.5756                  0.9123             9         0         2
         8.6407                  0.9193             9         0         2
         8.7059                  0.9262             9         0         2
         8.7711                  0.9331             9         0         2
         8.8360                  0.9400             9         0         2
         8.9012                  0.9469             9         0         2
         8.9663                  0.9539             9         0         2
         9.0313                  0.9608             9         0         2
         9.0965                  0.9677             9         0         2
         9.1616                  0.9746             9         0         2
         9.2265                  0.9815             9         0         2
         9.2500                  0.9840             9         2         0
         9.3149                  0.9910             9         2         0
         9.3799                  0.9979             9         2         0
         9.4449                  1.0048             9         2         0
         9.5098                  1.0117             9         2         0
         9.5749                  1.0186             9         2         0
         9.6401                  1.0256             9         2         0
         9.7051                  1.0325             9         2         0
         9.7701                  1.0394             9         2         0
         9.8351                  1.0463             9         2         0
         9.9003                  1.0532             9         2         0
         9.9652                  1.0602             9         2         0
        10.0303                  1.0671             9         2         0
        10.0955                  1.0740             9         2         0
        10.1608                  1.0809             9         2         0
        10.2260                  1.0878             9         2         0
        10.2500                  1.0904            11         2         0
        10.3152                  1.0973            11         2         0
        10.3803                  1.1042            11         2         0
        10.4455                  1.1111            11         2         0
        10.5106                  1.1181            11         2         0
        10.5758                  1.1250            11         2         0
        10.6411                  1.1319            11         2         0
        10.7063                  1.1388            11         2         0
        10.7716                  1.1457            11         2         0
        10.8368                  1.1527            11         2         0
        10.9019                  1.1596            11         2         0
        10.9673                  1.1665            11         2         0
        11.0325                  1.1734            11         2         0
        11.0978                  1.1803            11         2         0
        11.1629                  1.1873            11         2         0
        11.2283                  1.1942            11         2         0
        11.2500                  1.1965            10         2         0
        11.3153                  1.2034            10         2         0
        11.3806                  1.2103            10         2         0
        11.4457                  1.2172            10         2         0
        11.5110                  1.2242            10         2         0
        11.5764                  1.2311            10         2         0
        11.6420                  1.2380            10         2         0
        11.7074                  1.2449            10         2         0
        11.7727                  1.2518            10         2         0
        11.8379                  1.2588            10         2         0
        11.9031                  1.2657            10         2         0
        11.9686                  1.2726            10         2         0
        12.0340                  1.2795            10         2         0
        12.0994                  1.2864            10         2         0
        12.1646                  1.2934            10         2         0
        12.2300                  1.3003            10         2         0
        12.2500                  1.3024            11         2         0
        12.3154                  1.3093            11         2         0
        12.3807                  1.3162            11         2         0
        12.4460                  1.3231            11         2         0
        12.5112                  1.3301            11         2         0
        12.5765                  1.3370            11         2         0
        12.6416                  1.3439            11         2         0
        12.7067                  1.3508            11         2         0
        12.7718                  1.3577            11         2         0
        12.8371                  1.3647            11         2         0
        12.9026                  1.3716            11         2         0
        12.9679                  1.3785            11         2         0
        13.0332                  1.3854            11         2         0
        13.0984                  1.3923            11         2         0
        13.1635                  1.3993            11         2         0
        13.2285                  1.4062            11         2         0
        13.2500                  1.4085            16         1         1
        13.3152                  1.4154            16         1         1
        13.3803                  1.4223            16         1         1
        13.4455                  1.4292            16         1         1
        13.5105                  1.4361            16         1         1
        13.5757                  1.4431            16         1         1
        13.6408                  1.4500            16         1         1
        13.7059                  1.4569            16         1         1
        13.7710                  1.4638            16         1         1
        13.8362                  1.4707            16         1         1
        13.9015                  1.4777            16         1         1
        13.9666                  1.4846            16         1         1
        14.0318                  1.4915            16         1         1
        14.0969                  1.4984            16         1         1
        14.1619                  1.5053            16         1         1
        14.2271                  1.5122            16         1         1
        14.2500                  1.5147            11         2         0
        14.3152                  1.5216            11         2         0
        14.3804                  1.5285            11         2         0
        14.4454                  1.5354            11         2         0
        14.5104                  1.5424            11         2         0
        14.5755                  1.5493            11         2         0
        14.6406                  1.5562            11         2         0
        14.7057                  1.5631            11         2         0
        14.7712                  1.5700            11         2         0
        14.8364                  1.5770            11         2         0
        14.9019                  1.5839            11         2         0
        14.9672                  1.5908            11         2         0
        15.0323                  1.5977            11         2         0
        15.0975                  1.6046            11         2         0
        15.1628                  1.6116            11         2         0
        15.2280                  1.6185            11         2         0
        15.2500                  1.6208             9         1         1
        15.3154                  1.6277             9         1         1
        15.3805                  1.6346             9         1         1
        15.4457                  1.6416             9         1         1
        15.5109                  1.6485             9         1         1
        15.5761                  1.6554             9         1         1
        15.6414                  1.6623             9         1         1
        15.7064                  1.6692             9         1         1
        15.7714                  1.6762             9         1         1
        15.8366                  1.6831             9         1         1
        15.9017                  1.6900             9         1         1
        15.9667                  1.6969             9         1         1
        16.0319                  1.7038             9         1         1
        16.0971                  1.7108             9         1         1
        16.1622                  1.7177             9         1         1
        16.2272                  1.7246             9         1         1
        16.2500                  1.7270             6         0         2
        16.3152                  1.7339             6         0         2
        16.3803                  1.7409             6         0         2
        16.4452                  1.7478             6         0         2
        16.5104                  1.7547             6         0         2
        16.5753                  1.7616             6         0         2
        16.6402                  1.7685             6         0         2
        16.7053                  1.7755             6         0         2
        16.7704                  1.7824             6         0         2
        16.8355                  1.7893             6         0         2
        16.9005                  1.7962             6         0         2
        16.9656                  1.8031             6         0         2
        17.0308                  1.8101             6         0         2
        17.0958                  1.8170             6         0         2
        17.1609                  1.8239             6         0         2
        17.2261                  1.8308             6         0         2
        17.2500                  1.8334             8         2         0
        17.3150                  1.8403             8         2         0
        17.3801                  1.8472             8         2         0
        17.4451                  1.8541             8         2         0
        17.5103                  1.8610             8         2         0
        17.5754                  1.8680             8         2         0
        17.6403                  1.8749             8         2         0
        17.7052                  1.8818             8         2         0
        17.7700                  1.8887             8         2         0
        17.8350                  1.8956             8         2         0
        17.9000                  1.9026             8         2         0
        17.9650                  1.9095             8         2         0
        18.0299                  1.9164             8         2         0
        18.0949                  1.9233             8         2         0
        18.1598                  1.9302             8         2         0
        18.2249                  1.9372             8         2         0
        18.2500                  1.9398             6         2         0
        18.3150                  1.9467             6         2         0
        18.3802                  1.9537             6         2         0
        18.4452                  1.9606             6         2         0
        18.5102                  1.9675             6         2         0
        18.5753                  1.9744             6         2         0
        18.6405                  1.9813             6         2         0
        18.7056                  1.9883             6         2         0
        18.7708                  1.9952             6         2         0
        18.8358                  2.0021             6         2         0
        18.9009                  2.0090             6         2         0
        18.9660                  2.0159             6         2         0
        19.0311                  2.0229             6         2         0
        19.0963                  2.0298             6         2         0
        19.1614                  2.0367             6         2         0
        19.2263                  2.0436             6         2         0
        19.2500                  2.0461            10         0         2
        19.3149                  2.0531            10         0         2
        19.3797                  2.0600            10         0         2
        19.4448                  2.0669            10         0         2
        19.5098                  2.0738            10         0         2
        19.5746                  2.0807            10         0         2
        19.6397                  2.0877            10         0         2
        19.7047                  2.0946            10         0         2
        19.7697                  2.1015            10         0         2
        19.8348                  2.1084            10         0         2
        19.8998                  2.1153            10         0         2
        19.9649                  2.1223            10         0         2
        20.0302                  2.1292            10         0         2
        20.0953                  2.1361            10         0         2
        20.1601                  2.1430            10         0         2
        20.2252                  2.1499            10         0         2
        20.2500                  2.1526             9         0         2
        20.3153                  2.1595             9         0         2
        20.3804                  2.1664             9         0         2
        20.4458                  2.1733             9         0         2
        20.5109                  2.1802             9         0         2
        20.5760                  2.1872             9         0         2
        20.6412                  2.1941             9         0         2
        20.7060                  2.2010             9         0         2
        20.7711                  2.2079             9         0         2
        20.8362                  2.2148             9         0         2
        20.9014                  2.2218             9         0         2
        20.9664                  2.2287             9         0         2
        21.0314                  2.2356             9         0         2
        21.0966                  2.2425             9         0         2
        21.1617                  2.2494             9         0         2
        21.2269                  2.2564             9         0         2
        21.2500                  2.2588             6         0         2
        21.3152                  2.2657             6         0         2
        21.3802                  2.2727             6         0         2
        21.4451                  2.2796             6         0         2
        21.5104                  2.2865             6         0         2
        21.5754                  2.2934             6         0         2
        21.6404                  2.3003             6         0         2
        21.7053                  2.3073             6         0         2
        21.7704                  2.3142             6         0         2
        21.8354                  2.3211             6         0         2
        21.9004                  2.3280             6         0         2
        21.9653                  2.3349             6         0         2
        22.0303                  2.3418             6         0         2
        22.0953                  2.3488             6         0         2
        22.1603                  2.3557             6         0         2
        22.2253                  2.3626             6         0         2
        22.2500                  2.3652             4         1         1
        22.3151                  2.3721             4         1         1
        22.3802                  2.3791             4         1         1
        22.4452                  2.3860             4         1         1
        22.5102                  2.3929             4         1         1
        22.5752                  2.3998             4         1         1
        22.6403                  2.4067             4         1         1
        22.7054                  2.4137             4         1         1
        22.7704                  2.4206             4         1         1
        22.8355                  2.4275             4         1         1
        22.9007                  2.4344             4         1         1
        22.9659                  2.4413             4         1         1
        23.0310                  2.4483             4         1         1
        23.0959                  2.4552             4         1         1
        23.1609                  2.4621             4         1         1
        23.2257                  2.4690             4         1         1
        23.2500                  2.4716             9         1         1
        23.3150                  2.4785             9         1         1
        23.3799                  2.4855             9         1         1
        23.4449                  2.4924             9         1         1
        23.5097                  2.4993             9         1         1
        23.5748                  2.5062             9         1         1
        23.6399                  2.5131             9         1         1
        23.7049                  2.5200             9         1         1
        23.7700                  2.5270             9         1         1
        23.8350                  2.5339             9         1         1
        23.9001                  2.5408             9         1         1
        23.9650                  2.5477             9         1         1
        24.0297                  2.5546             9         1         1
        24.0947                  2.5616             9         1         1
        24.1597                  2.5685             9         1         1
        24.2250                  2.5754             9         1         1
        24.2500                  2.5781             7         2         0
        24.3153                  2.5850             7         2         0
        24.3805                  2.5919             7         2         0
        24.4458                  2.5988             7         2         0
        24.5109                  2.6057             7         2         0
        24.5761                  2.6127             7         2         0
        24.6412                  2.6196             7         2         0
        24.7064                  2.6265             7         2         0
        24.7717                  2.6334             7         2         0
        24.8369                  2.6403             7         2         0
        24.9019                  2.6473             7         2         0
        24.9671                  2.6542             7         2         0
        25.0323                  2.6611             7         2         0
        25.0976                  2.6680             7         2         0
        25.1627                  2.6749             7         2         0
        25.2279                  2.6819             7         2         0
        25.2500                  2.6842             5         1         1
        25.3150                  2.6911             5         1         1
        25.3802                  2.6980             5         1         1
        25.4455                  2.7050             5         1         1
        25.5106                  2.7119             5         1         1
        25.5758                  2.7188             5         1         1
        25.6409                  2.7257             5         1         1
        25.7059                  2.7326             5         1         1
        25.7709                  2.7396             5         1         1
        25.8359                  2.7465             5         1         1
        25.9009                  2.7534             5         1         1
        25.9659                  2.7603             5         1         1
        26.0311                  2.7672             5         1         1
        26.0962                  2.7742             5         1         1
        26.1613                  2.7811             5         1         1
        26.2264                  2.7880             5         1         1
        26.2500                  2.7905            11         1         1
        26.3150                  2.7974            11         1         1
        26.3801                  2.8043            11         1         1
        26.4449                  2.8113            11         1         1
        26.5098                  2.8182            11         1         1
        26.5747                  2.8251            11         1         1
        26.6395                  2.8320            11         1         1
        26.7045                  2.8389            11         1         1
        26.7694                  2.8459            11         1         1
        26.8344                  2.8528            11         1         1
        26.8994                  2.8597            11         1         1
        26.9644                  2.8666            11         1         1
        27.0294                  2.8735            11         1         1
        27.0943                  2.8805            11         1         1
        27.1593                  2.8874            11         1         1
        27.2244                  2.8943            11         1         1
        27.2500                  2.8970             9         1         1
        27.3152                  2.9039             9         1         1
        27.3802                  2.9109             9         1         1
        27.4452                  2.9178             9         1         1
        27.5103                  2.9247             9         1         1
        27.5752                  2.9316             9         1         1
        27.6404                  2.9385             9         1         1
        27.7054                  2.9455             9         1         1
        27.7704                  2.9524             9         1         1
        27.8356                  2.9593             9         1         1
        27.9009                  2.9662             9         1         1
        27.9658                  2.9731             9         1         1
        28.0310                  2.9801             9         1         1
        28.0962                  2.9870             9         1         1
        28.1614                  2.9939             9         1         1
        28.2265                  3.0008             9         1         1
        28.2500                  3.0033             5         1         1
        28.3149                  3.0102             5         1         1
        28.3800                  3.0172             5         1         1
        28.4451                  3.0241             5         1         1
        28.5103                  3.0310             5         1         1
        28.5753                  3.0379             5         1         1
        28.6407                  3.0448             5         1         1
        28.7057                  3.0518             5         1         1
        28.7709                  3.0587             5         1         1
        28.8359                  3.0656             5         1         1
        28.9009                  3.0725             5         1         1
        28.9659                  3.0794             5         1         1
        29.0308                  3.0864             5         1         1
        29.0957                  3.0933             5         1         1
        29.1605                  3.1002             5         1         1
        29.2255                  3.1071             5         1         1
        29.2500                  3.1097             5         2         1
        29.3150                  3.1166             5         2         1
        29.3799                  3.1236             5         2         1
        29.4448                  3.1305             5         2         1
        29.5096                  3.1374             5         2         1
        29.5746                  3.1443             5         2         1
        29.6395                  3.1512             5         2         1
        29.7046                  3.1582             5         2         1
        29.7695                  3.1651             5         2         1
        29.8343                  3.1720             5         2         1
        29.8991                  3.1789             5         2         1
        29.9641                  3.1858             5         2         1
        30.0291                  3.1928             5         2         1
        30.0939                  3.1997             5         2         1
        30.1588                  3.2066             5         2         1
        30.2237                  3.2135             5         2         1
        30.2500                  3.2163            10         1         1
        30.3149                  3.2232            10         1         1
        30.3797                  3.2301            10         1         1
        30.4446                  3.2371            10         1         1
        30.5096                  3.2440            10         1         1
        30.5745                  3.2509            10         1         1
        30.6397                  3.2578            10         1         1
        30.7048                  3.2647            10         1         1
        30.7698                  3.2717            10         1         1
        30.8345                  3.2786            10         1         1
        30.8995                  3.2855            10         1         1
        30.9644                  3.2924            10         1         1
        31.0295                  3.2993            10         1         1
        31.0947                  3.3063            10         1         1
        31.1597                  3.3132            10         1         1
        31.2247                  3.3201            10         1         1
        31.2500                  3.3228             5         0         1
        31.3151                  3.3297             5         0         1
        31.3801                  3.3366             5         0         1
        31.4453                  3.3435             5         0         1
        31.5102                  3.3505             5         0         1
        31.5752                  3.3574             5         0         1
        31.6401                  3.3643             5         0         1
        31.7050                  3.3712             5         0         1
        31.7700                  3.3781             5         0         1
        31.8348                  3.3851             5         0         1
        31.9000                  3.3920             5         0         1
        31.9651                  3.3989             5         0         1
        32.0299                  3.4058             5         0         1
        32.0950                  3.4127             5         0         1
        32.1600                  3.4197             5         0         1
        32.2250                  3.4266             5         0         1
        32.2500                  3.4292             8         0         1
        32.3152                  3.4362             8         0         1
        32.3803                  3.4431             8         0         1
        32.4452                  3.4500             8         0         1
        32.5102                  3.4569             8         0         1
        32.5752                  3.4638             8         0         1
        32.6402                  3.4708             8         0         1
        32.7052                  3.4777             8         0         1
        32.7704                  3.4846             8         0         1
        32.8354                  3.4915             8         0         1
        32.9005                  3.4984             8         0         1
        32.9656                  3.5054             8         0         1
        33.0307                  3.5123             8         0         1
        33.0957                  3.5192             8         0         1
        33.1607                  3.5261             8         0         1
        33.2258                  3.5330             8         0         1
        33.2500                  3.5356             4         0         1
        33.3150                  3.5425             4         0         1
        33.3800                  3.5494             4         0         1
        33.4450                  3.5564             4         0         1
        33.5098                  3.5633             4         0         1
        33.5748                  3.5702             4         0         1
        33.6399                  3.5771             4         0         1
        33.7049                  3.5840             4         0         1
        33.7698                  3.5910             4         0         1
        33.8350                  3.5979             4         0         1
        33.9000                  3.6048             4         0         1
        33.9651                  3.6117             4         0         1
        34.0301                  3.6186             4         0         1
        34.0951                  3.6256             4         0         1
        34.1602                  3.6325             4         0         1
        34.2252                  3.6394             4         0         1
        34.2500                  3.6420             4         0         1
        34.3150                  3.6490             4         0         1
        34.3800                  3.6559             4         0         1
        34.4451                  3.6628             4         0         1
        34.5101                  3.6697             4         0         1
        34.5753                  3.6766             4         0         1
        34.6403                  3.6836             4         0         1
        34.7052                  3.6905             4         0         1
        34.7701                  3.6974             4         0         1
        34.8353                  3.7043             4         0         1
        34.9004                  3.7112             4         0         1
        34.9653                  3.7182             4         0         1
        35.0304                  3.7251             4         0         1
        35.0955                  3.7320             4         0         1
        35.1607                  3.7389             4         0         1
        35.2259                  3.7458             4         0         1
        35.2500                  3.7484             4         0         1
        35.3149                  3.7553             4         0         1
        35.3800                  3.7622             4         0         1
        35.4450                  3.7691             4         0         1
        35.5100                  3.7761             4         0         1
        35.5750                  3.7830             4         0         1
        35.6400                  3.7899             4         0         1
        35.7050                  3.7968             4         0         1
        35.7701                  3.8037             4         0         1
        35.8352                  3.8107             4         0         1
        35.9005                  3.8176             4         0         1
        35.9657                  3.8245             4         0         1
        36.0307                  3.8314             4         0         1
        36.0958                  3.8383             4         0         1
        36.1608                  3.8453             4         0         1
        36.2259                  3.8522             4         0         1
        36.2500                  3.8548             5         0         1
        36.3150                  3.8617             5         0         1
        36.3802                  3.8686             5         0         1
        36.4453                  3.8755             5         0         1
        36.5105                  3.8824             5         0         1
        36.5755                  3.8893             5         0         1
        36.6406                  3.8963             5         0         1
        36.7058                  3.9032             5         0         1
        36.7708                  3.9101             5         0         1
        36.8359                  3.9170             5         0         1
        36.9010                  3.9239             5         0         1
        36.9662                  3.9309             5         0         1
        37.0315                  3.9378             5         0         1
        37.0968                  3.9447             5         0         1
        37.1618                  3.9516             5         0         1
        37.2270                  3.9585             5         0         1
        37.2500                  3.9610             4         0         1
        37.3151                  3.9679             4         0         1
        37.3802                  3.9748             4         0         1
        37.4453                  3.9817             4         0         1
        37.5104                  3.9887             4         0         1
        37.5756                  3.9956             4         0         1
        37.6408                  4.0025             4         0         1
